"prompt","gold","task_name"
"First, for clinical trial NCT02203643 among the more effective regimen ingredients, identify which ingredient starts with the letter C.

Then, find which company has the latest FDA approval date up till Dec, 2024 for this identified ingredient. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals. 
Return only the company name in format of COMPANY: name.","ONYX PHARMACEUTICALS INC A WHOLLY OWNED SUB OF AMGEN INC","Applicant_Full_Name"
"First, for clinical trial NCT02203643 among the more effective regimen ingredients, identify which ingredient starts with the letter C.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its patent expiration date?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.","Apr 14, 2025","Patent_Expire_Date_Text"
"For clinical trial NCT02203643 among the more effective regimen ingredients, identify which ingredient starts with the letter C.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its exclusivity date according to the FDA?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
If no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.","NA","Exclusivity_Date"
"For clinical trial NCT02203643, review the more effective regimen ingredients and identify which ingredient starts with the letter C.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".","Not_Listed","Open_on_Approval"
"For clinical trial NCT02950051. Among the more effective regimen ingredients; find which is the ingredient with the first letter start with V
 return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name","VENETOCLAX","Ingredient"
"First, for clinical trial NCT02950051 among the more effective regimen ingredients, identify which ingredient starts with the letter V.

Then, find which company has the latest FDA approval date up till Dec, 2024 for this identified ingredient. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals. 
Return only the company name in format of COMPANY: name.","ABBVIE INC","Applicant_Full_Name"
"First, for clinical trial NCT02950051 among the more effective regimen ingredients, identify which ingredient starts with the letter V.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its patent expiration date?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.","Jan 29, 2032","Patent_Expire_Date_Text"
"For clinical trial NCT02950051 among the more effective regimen ingredients, identify which ingredient starts with the letter V.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its exclusivity date according to the FDA?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
If no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.","May 15, 2026","Exclusivity_Date"
"For clinical trial NCT02950051, review the more effective regimen ingredients and identify which ingredient starts with the letter V.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".","58.59000015258789","Open_on_Approval"
"For clinical trial NCT01296503. Among the more effective regimen ingredients; find which is the ingredient with the first letter start with D
 return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name","DEXAMETHASONE","Ingredient"
"First, for clinical trial NCT01296503 among the more effective regimen ingredients, identify which ingredient starts with the letter D.

Then, find which company has the latest FDA approval date up till Dec, 2024 for this identified ingredient. Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals. 
Return only the company name in format of COMPANY: name.","DEXCEL PHARMA TECHNOLOGIES LTD","Applicant_Full_Name"
"First, for clinical trial NCT01296503 among the more effective regimen ingredients, identify which ingredient starts with the letter D.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its patent expiration date?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.","Dec 18, 2037","Patent_Expire_Date_Text"
"For clinical trial NCT01296503 among the more effective regimen ingredients, identify which ingredient starts with the letter D.

Then, for this identified ingredient that was last approved up till Dec, 2024, when is its exclusivity date according to the FDA?
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
If no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.","Oct 3, 2026","Exclusivity_Date"
